"name","age","hometown","occupation","eliminated","season","lon","lat","region","region.1","region.2","region.3","region.4","region.5","region.6","region.7","manager","teacher","nurse","student","sales","attorney","model","real_estate","owner"
"Alyssa",24,"Boise, Idaho","biology student","Week 1",12,-116.2146068,43.6187102,"7",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Amanda Petterman",26,"LaFollette, Tennessee","law student","Week 1",12,-84.1199472,36.3828852,"3",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Denise",30,"Washington, D.C","attorney and former white house aide","Week 1",12,-77.0368707,38.9071923,"1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Devon",24,"Austin, Texas","makeup artist","Week 1",12,-97.7430608,30.267153,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lesley Geyer",23,"Tampa, Florida","youth minister","Week 1",12,-82.4571776,27.950575,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Michele R.",33,"Laguna Niguel, California","interior designer","Week 1",12,-117.7075526,33.5225261,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rebecca",30,"Alamo, California","attorney","Week 1",12,-122.032184,37.8502032,"7",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Stacey Elza",26,"Chicago, Illinois","graduate student","Week 1",12,-87.6297982,41.8781136,"3",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tamara",23,"Beverly Hills, California","cocktail waitress","Week 1",12,-118.4003563,34.0736204,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tiffany",33,"San Francisco, California","real estate marketing rep.","Week 1",12,-122.4194155,37.7749295,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Melissa Rycroft",25,"Dallas, Texas","sales representative","Winner",13,-96.7969879,32.7766642,"5",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Molly Malaney",24,"Brookfield, Wisconsin","department store buyer","Runner-up",13,-88.1064787,43.0605671,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jillian Harris",29,"Peace River, Alberta","interior designer","Week 7",13,-117.2893839,56.2341823,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Naomi Rose Crespo",24,"Carlsbad, California","flight attendant","Week 6",13,-117.3505939,33.1580933,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephanie Hogan",34,"Huntsville, Alabama","single mother & medical marketing rep.","Week 5",13,-86.5861037,34.7303688,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lauren Wanger",27,"Marlboro, New Jersey","teacher","Week 4",13,-74.2687291,40.3380949,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Megan Parris",25,"Sewickley, Pennsylvania","single mother and lacrosse coach","Week 4",13,-80.1844243,40.5364846,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shannon Bair",29,"Marshall, Missouri","dental hygienist","Week 4",13,-93.1968704,39.1230777,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Nicole ""Nikki"" Kaapke",29,"Blue Island, Illinois","administrative assistant","Week 4",13,-87.6800486,41.6572562,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erica DeSimone",25,"Monroe, Connecticut","account executive","Week 3",13,-73.2073358,41.3325962,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kari Fajen",27,"Lee's Summit, Missouri","account executive","Week 3",13,-94.3821724,38.9108408,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Natalie Getz",27,"Morton, Illinois","human resources recruiter","Week 3",13,-89.4592609,40.6128161,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raquel Medeiros",27,"Recife, Pernambuco, Brazil","medical student","Week 2",13,-34.8769643,-8.0475622,"4",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Sharon Staebell",32,"Batavia, New York","teacher","Week 2",13,-78.1875167,42.9981156,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lisa Gonzalez",28,"Boise, Idaho","public relations associate","Week 2",13,-116.2146068,43.6187102,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ann Lueders",24,"Phoenix, Arizona","flight attendant","Week 1",13,-112.0740373,33.4483771,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominique Carta",26,"Mt. Carmel, Pennsylvania","medical sales rep.","Week 1",13,-76.4118961,40.7970312,"1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Emily",23,"Seattle, Washington","casino marketing rep.","Week 1",13,-122.3320708,47.6062095,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Jackie Hickey",26,"Springfield, Massachusetts","wedding coordinator","Week 1",13,-72.589811,42.1014831,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Julie Dermotta",26,"Columbus, Ohio","teacher","Week 1",13,-82.9987942,39.9611755,"3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nicole Mah",25,"Calgary, Alberta","menswear buyer","Week 1",13,-114.0708459,51.0486151,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Renee Simlak",36,"Southfield, Michigan","jewelry designer","Week 1",13,-83.2218731,42.4733688,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shelby",23,"Stockton, California","account executive","Week 1",13,-121.2907796,37.9577016,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Stacia Mann",24,"Orem, Utah","single mother & charity accountant","Week 1",13,-111.6946475,40.2968979,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treasure Morgan",28,"Salt Lake City, Utah","single mother and nurse practitioner","Week 1",13,-111.8910474,40.7607793,"2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Vienna Girardi",23,"Geneva, Florida","marketing representative","Winner",14,-81.1150616,28.7397163,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tenley Molzahn",25,"Newberg, Oregon","college admissions","Runner-up",14,-122.9731565,45.3001178,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Gia Allemand",26,"New York City, New York","swimsuit model","Week 7",14,-74.0059413,40.7127837,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ali Fedotowsky",25,"Williamstown, Massachusetts","advertising account manager","Week 6",14,-73.2036898,42.7120196,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Corrie Adamson",23,"Kissimmee, Florida","wardrobe consultant","Week 5",14,-81.407571,28.2919557,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ashleigh Hunt",25,"North Potomac, Maryland","account manager","Week 4",14,-77.2347674,39.097769,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Jessie Sulidis",25,"Oakville, Ontario","cosmetic sales manager","Week 4",14,-79.6876659,43.467517,"1",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Kathryn Sherlock",25,"Lexington, Kentucky","corporate flight attendant","Week 4",14,-84.5037164,38.0405837,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ella Nolan",30,"La Follette, Tennessee","hair stylist","Week 4",14,-84.1199472,36.3828852,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elizabeth Kitt (NE)",29,"Imperial, Nebraska","nanny","Week 3",14,-101.6432253,40.5169402,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Valishia Savage",32,"San Bernardino, California","homemaker","Week 3",14,-117.2897652,34.1083449,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michelle Kujawa",26,"Anaheim, California","office manager","Week 3",14,-117.9145036,33.8352932,"2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ashley Elmore",29,"Pittsburgh, Pennsylvania","teacher","Week 2",14,-79.9958864,40.4406248,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Christina McCasland",25,"San Diego, California","restaurant manager","Week 2",14,-117.1610838,32.715738,"2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Rozlyn Papa",28,"Richmond, Virginia","model/make-up artist","Week 2",14,-77.4360481,37.5407246,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Alexa (Lex) McAllister",25,"Galloway, Ohio","entrepreneur","Week 1",14,-83.162972,39.913345,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caitlyn McCabe",24,"Winfield, Illinois","spokesmodel","Week 1",14,-88.1609031,41.8616956,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Channy Choch",29,"Santa Rosa, California","mortgage loan officer","Week 1",14,-122.7140548,38.440429,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Elizabeth Kreft (D.C.)",29,"Union, Kentucky","captain, air national guard","Week 1",14,-84.680501,38.9458951,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emily Harkins",23,"West Chester, Ohio","fitness model","Week 1",14,-84.4172666,39.3321262,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kimberly Sullivan",24,"Norman, Oklahoma","nba dancer","Week 1",14,-97.4394777,35.2225668,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Kirsten Pittman",25,"Aurora, Colorado","waitress","Week 1",14,-104.8319195,39.7294319,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Sheila Marie Lidner",25,"Scottsdale, Arizona","commercial pilot","Week 1",14,-111.9260519,33.4941704,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephanie Mueller",24,"Morris, Illinois","dance teacher","Week 1",14,-88.4211785,41.357254,"3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tiana Kruzel",31,"Calgary, Alberta","medical technician","Week 1",14,-114.0708459,51.0486151,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Emily Maynard",25,"Morgantown, West Virginia","children's hospital event planner","Winner",15,-79.9558968,39.629526,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chantal O'Brien",28,"Mercer Island, Washington","executive assistant","Runner-up",15,-122.2220673,47.5706548,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ashley Hebert",26,"Madawaska, Maine","dental student","Week 9",15,-68.3217027,47.3553154,"1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Shawntel Newton",25,"Chico, California","funeral director","Week 8",15,-121.8374777,39.7284944,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Michelle Money",30,"Salt Lake City, Utah","hair stylist","Week 7",15,-111.8910474,40.7607793,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Britt Billmaier",25,"Woodinville, Washington","food writer","Week 7",15,-122.1634582,47.7542651,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Jackie Gordon",26,"Newport, Rhode Island","artist","Week 6",15,-71.3128285,41.4901024,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alli Travis",24,"Columbus, Ohio","apparel merchant","Week 6",15,-82.9987942,39.9611755,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lisa Morrisey",24,"Ottawa, Kansas","marketing coordinator","Week 5",15,-95.2686366,38.615768,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Marissa May",26,"Mesa, Arizona","sports publicist","Week 5",15,-111.8314724,33.4151843,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ashley Spivey",26,"Ellerbe, North Carolina","nanny","Week 5",15,-79.7614395,35.0712608,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lindsay Hill",25,"Plano, Texas","first grade teacher","Week 4",15,-96.6988856,33.0198431,"5",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Meghan Merritt",30,"Princeton, New Jersey","fashion marketer","Week 4",15,-74.6672226,40.3572976,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stacey Quirpel",26,"Quincy, Massachusetts","bartender","Week 4",15,-71.0022705,42.2528772,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kimberly Coon",27,"Orlando, Florida","marketing coordinator","Week 3",15,-81.3792365,28.5383355,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sarah Powell",27,"Denver, Colorado","real estate broker","Week 3",15,-104.990251,39.7392358,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Madison Garton",25,"Vail, Colorado","model","Week 3",15,-106.3741955,39.6402638,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Keltie Colleen",28,"Sherwood Park, Alberta","radio city rockette","Week 2",15,-113.2957365,53.5412083,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Melissa Schreiber",32,"Westport, Connecticut","waitress","Week 2",15,-73.3579049,41.1414717,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raichel Goodyear",29,"Fullerton, California","manscaper","Week 2",15,-117.9242966,33.8703596,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Britnee",25,"Holland, Pennsylvania","paralegal","Week 1",15,-74.9722322,40.2010288,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cristy Caserta",30,"Davie, Florida","attorney","Week 1",15,-80.2521157,26.0764783,"4",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Jessica ""J"" Adams",26,"Seattle, Washington","operations manager","Week 1",15,-122.3320708,47.6062095,"7",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Jill Ruskowski",28,"Frisco, Texas","sales director","Week 1",15,-96.8236116,33.1506744,"5",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Lacey Garbelman",27,"Tampa, Florida","insurance agent","Week 1",15,-82.4571776,27.950575,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Lauren Moore",26,"Culpeper, Virginia","high school teacher","Week 1",15,-77.9962512,38.4729632,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lisa P.",27,"Dix Hills, New York","sales consultant","Week 1",15,-73.3362298,40.8048207,"1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rebecca",30,"Mission Viejo, California","esthetician","Week 1",15,-117.6719953,33.6000232,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Renee Halpin",28,"Palos Hills, Illinois","nanny","Week 1",15,-87.8169984,41.6966992,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sarah Ledtke",25,"Saginaw, Michigan","musical theatre performer","Week 1",15,-83.9508068,43.4194699,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Courtney Robertson",28,"Scottsdale, Arizona","model","Winner",16,-111.9260519,33.4941704,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lindzi Cox",27,"Newcastle, Washington","business development manager","Runner-up",16,-122.1556769,47.5389889,"7",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Nicki Sterling",26,"Hurst, Texas","dental hygienist","Week 9",16,-97.1705678,32.8234621,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Kacie Boguskie",24,"Clarksville, Tennessee","administrative assistant","Week 8",16,-87.3594528,36.5297706,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emily O'Brien",27,"Chapel Hill, North Carolina","phd student","Week 7",16,-79.0558445,35.9131996,"1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Rachel Truehart",27,"Southampton, Massachusetts","fashion sales representative","Week 7",16,-72.7300929,42.2292572,"1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Jamie Otis",25,"Dryden, New York","registered nurse","Week 6",16,-76.2971553,42.4909053,"1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Casey Shteamer",26,"Leawood, Kansas","trading clerk","Week 6",16,-94.6169012,38.966673,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Blakeley Jones",33,"Rutherfordton, North Carolina","vip cocktail waitress","Week 6",16,-81.9567716,35.3692877,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jennifer Fritsch",28,"Cache, Oklahoma","accountant","Week 5",16,-98.6286741,34.6295165,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Elyse Myers",24,"Chicago, Illinois","personal trainer","Week 5",16,-87.6297982,41.8781136,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monica Spannbauer",33,"Yuba, California","dental consultant","Week 4",16,-121.6169108,39.1404477,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Samantha Levey",26,"Pittsburgh, Pennsylvania","advertising account manager","Week 4",16,-79.9958864,40.4406248,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Erika Uhlig",23,"Charlottesville, Virginia","law student","Week 3",16,-78.4766781,38.0293059,"1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Jaclyn Swartz",27,"Newton, Massachusetts","advertising account manager","Week 3",16,-71.2092214,42.3370413,"1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Brittney Schreiner",26,"Colorado Springs, Colorado","medical sales representative","Week 3",16,-104.8213634,38.8338816,"5",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Jenna Burke",27,"Loveland, Ohio","blogger","Week 2",16,-84.263826,39.2689476,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shawn Reynolds",28,"Cincinnati, Ohio","financial advisor","Week 2",16,-84.5120196,39.1031182,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Bacon",23,"Port Coquitlam, British Columbia","labor and delivery nurse","Week 1",16,-122.7810708,49.2628382,"7",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Amber Tierney",28,"Waverly, Nebraska","critical care nurse","Week 1",16,-96.5272313,40.9172208,"5",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Anna Snowball",25,"Detroit, Michigan","student","Week 1",16,-83.0457538,42.331427,"3",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dianna Martinez",30,"San Gabriel, California","nonprofit director","Week 1",16,-118.1058333,34.0961111,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holly Johnson",34,"Salyersville, Kentucky","pharmaceutical sales representative","Week 1",16,-83.0687816,37.7525922,"3",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lyndsie James",29,"London, England","internet entrepreneur","Week 1",16,-0.1277583,51.5073509,"6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Shira Astrof",35,"Massapequa Park, New York","actress","Week 1",16,-73.4553119,40.6804893,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catherine Giudici",26,"Seattle, Washington","graphic designer","Winner",17,-122.3320708,47.6062095,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Lindsay Yenter",24,"Fort Bragg, North Carolina","substitute teacher","Runner-up",17,-79.0079949,35.1414552,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AshLee Frazier",32,"Houston, Texas","personal organizer","Week 9",17,-95.3698028,29.7604267,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Desiree Hartsock",26,"Northglenn, Colorado","bridal stylist","Week 8",17,-104.9811468,39.8961821,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lesley Murphy",24,"Fort Smith, Arkansas","political consultant","Week 7",17,-94.3985475,35.3859242,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tierra LiCausi",24,"Las Vegas, Nevada","leasing consultant","Week 7",17,-115.1398296,36.1699412,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniella McBride",24,"Belmont, California","commercial casting associate","Week 6",17,-122.2758008,37.5202145,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Selma Alameri",29,"Borrego Springs, California","real estate dealer","Week 6",17,-116.375012,33.2558717,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Sarah Herron",26,"Evergreen, Colorado","advertising executive","Week 6",17,-105.3172146,39.6333213,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Robyn Howard",24,"Topeka, Kansas","oil field account manager","Week 5",17,-95.6890185,39.0558235,"5",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Jackie Parr",25,"Ormond Beach, Florida","cosmetics consultant","Week 5",17,-81.0558894,29.2858129,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Amanda Meyer",26,"Bakersfield, California","fit model","Week 4",17,-119.0187125,35.3732921,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Leslie Hughes",28,"Ruskin, Florida","poker dealer","Week 4",17,-82.4331495,27.7208633,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kristy Kaminski",25,"Darien, Wisconsin","model","Week 3",17,-88.7076041,42.6016813,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Taryn Renee Daniels",30,"Troutdale, Oregon","health club manager","Week 3",17,-122.3873133,45.5392862,"7",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Kacie Boguskie",25,"Clarksville, Tennessee","administrative assistant","Week 3",17,-87.3594528,36.5297706,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brooke Burchette",25,"Pittsburgh, Pennsylvania","community organizer","Week 2",17,-79.9958864,40.4406248,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diana Weeks Willardson",31,"Sandy, Utah","salon owner","Week 2",17,-111.8389726,40.5649781,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Katie Levans",27,"Woodstock, Illinois","yoga instructor","Week 2",17,-88.4487021,42.3147436,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ashley Harper",25,"Garner, North Carolina","fashion model","Week 1",17,-78.6141709,35.7112642,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ashley Palenkas",28,"Macomb, Michigan","hair stylist","Week 1",17,-82.9286428,42.6651965,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kelly Dutton",28,"Chattanooga, Tennessee","cruise ship entertainer","Week 1",17,-85.3096801,35.0456297,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keriann Miranda",29,"Agoura Hills, California","entrepreneur","Week 1",17,-118.7616764,34.1533395,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lacey Latka",24,"Stevenson Ranch, California","graduate student","Week 1",17,-118.5907538,34.3931105,"2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Lauren Marchetti",27,"Cranston, Rhode Island","journalist","Week 1",17,-71.4372796,41.7798226,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paige Vigil",25,"Minnetonka, Minnesota","jumbotron operator","Week 1",17,-93.4687489,44.9211836,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nikki Ferrell",26,"Kearney, Missouri","pediatric nurse","Winner",18,-94.3621703,39.3677802,"5",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Clare Crawley",32,"Sacramento, California","hairstylist","Runner-up",18,-121.4943996,38.5815719,"7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Andi Dorfman",26,"Buckhead, Georgia","assistant district attorney","Week 9",18,-84.406761,33.8372663,"3",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Renee Oteri",32,"Martha's Vineyard, Massachusetts","real estate agent","Week 8",18,-70.645473,41.3804981,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Chelsie Webster",24,"Lexington, Ohio","science educator","Week 7",18,-82.5823931,40.6786691,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sharleen Joynt",29,"Ottawa, Ontario","opera singer","Week 7",18,-75.6971931,45.4215296,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kat Hurd",29,"Iowa City, Iowa","medical sales representative/nba dancer","Week 6",18,-91.5301683,41.6611277,"3",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Cassandra Ferguson",22,"Shelby Charter Township, Michigan","former nba dancer","Week 6",18,-83.0329934,42.670782,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alli Restko",26,"Orland Park, Illinois","nanny","Week 5",18,-87.8539425,41.6303103,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danielle Ronco",25,"Litchfield, Illinois","psychiatric nurse","Week 5",18,-89.6542579,39.1753256,"3",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Kelly Travis",27,"Conyers, Georgia","dog lover","Week 5",18,-84.0176904,33.6676103,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elise Mosca",27,"Forty Fort, Pennsylvania","first grade teacher","Week 4",18,-75.8782519,41.2789699,"1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Lauren Solomon",26,"Austin, Texas","music composer","Week 4",18,-97.7430608,30.267153,"5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Christy Hansen",24,"Aurora, Illinois","marketing manager","Week 3",18,-88.3200715,41.7605849,"3",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lucinda ""Lucy"" Aragon",25,"Santa Barbara, California","free spirit","Week 3",18,-119.6981901,34.4208305,"2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amy Long",27,"Clermont, Florida","local news reporter","Week 2",18,-81.7728543,28.5494447,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Chantel Forrest",27,"Miami, Florida","account manager","Week 2",18,-80.1917902,25.7616798,"4",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Victoria Lima",24,"Porto Alegre, Brazil","legal assistant","Week 2",18,-51.2176584,-30.0346471,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Alexis Morgado",24,"Tampa, Florida","communications director/nhl ice girl","Week 1",18,-82.4571776,27.950575,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Amy Jokinen",31,"Apopka, Florida","massage therapist","Week 1",18,-81.5322149,28.6934076,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ashley Poe",25,"Roanoke, Texas","grade school teacher","Week 1",18,-97.2258483,33.0040126,"5",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Christine Llano",23,"Miami, Florida","police support specialist","Week 1",18,-80.1917902,25.7616798,"4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kylie Lewis",23,"Rockford, Illinois","interior designer","Week 1",18,-89.0939952,42.2711311,"3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
